conversion_id,source_canonical_key,source_shade_code,target_canonical_key,target_shade_code,strategy,mapping_confidence,component_role,normalized_tones,notes,source_document
aveda_3_r_o__igora_vibrance,Aveda::Full Spectrum Permanent::US,3 R/O,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,3 R/O,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o__socolor,Aveda::Full Spectrum Permanent::US,3 R/O,Matrix::SoColor::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o__koleston_perfect,Aveda::Full Spectrum Permanent::US,3 R/O,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o__dia_light,Aveda::Full Spectrum Permanent::US,3 R/O,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r__majirel,Aveda::Full Spectrum Permanent::US,3 V/R,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r__igora_vibrance,Aveda::Full Spectrum Permanent::US,3 V/R,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,3 V/R,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r__socolor,Aveda::Full Spectrum Permanent::US,3 V/R,Matrix::SoColor::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r__koleston_perfect,Aveda::Full Spectrum Permanent::US,3 V/R,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r__dia_light,Aveda::Full Spectrum Permanent::US,3 V/R,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r__majirel,Aveda::Full Spectrum Permanent::US,3 R,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Red,Aveda 3 R → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r__igora_vibrance,Aveda::Full Spectrum Permanent::US,3 R,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Red,Aveda 3 R → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,3 R,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Red,Aveda 3 R → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r__socolor,Aveda::Full Spectrum Permanent::US,3 R,Matrix::SoColor::US,,tone_level_match,high,base,Red,Aveda 3 R → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r__koleston_perfect,Aveda::Full Spectrum Permanent::US,3 R,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Red,Aveda 3 R → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r__dia_light,Aveda::Full Spectrum Permanent::US,3 R,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Red,Aveda 3 R → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o_intense__majirel,Aveda::Full Spectrum Permanent::US,3 R/O Intense,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O Intense → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o_intense__igora_vibrance,Aveda::Full Spectrum Permanent::US,3 R/O Intense,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O Intense → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o_intense__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,3 R/O Intense,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O Intense → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o_intense__socolor,Aveda::Full Spectrum Permanent::US,3 R/O Intense,Matrix::SoColor::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O Intense → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o_intense__koleston_perfect,Aveda::Full Spectrum Permanent::US,3 R/O Intense,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O Intense → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_o_intense__dia_light,Aveda::Full Spectrum Permanent::US,3 R/O Intense,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Red|Copper,Aveda 3 R/O Intense → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r_intense__majirel,Aveda::Full Spectrum Permanent::US,3 V/R Intense,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R Intense → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r_intense__igora_vibrance,Aveda::Full Spectrum Permanent::US,3 V/R Intense,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R Intense → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r_intense__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,3 V/R Intense,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R Intense → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r_intense__socolor,Aveda::Full Spectrum Permanent::US,3 V/R Intense,Matrix::SoColor::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R Intense → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r_intense__koleston_perfect,Aveda::Full Spectrum Permanent::US,3 V/R Intense,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R Intense → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_v_r_intense__dia_light,Aveda::Full Spectrum Permanent::US,3 V/R Intense,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Violet|Red,Aveda 3 V/R Intense → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_intense__majirel,Aveda::Full Spectrum Permanent::US,3 R Intense,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Red,Aveda 3 R Intense → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_intense__igora_vibrance,Aveda::Full Spectrum Permanent::US,3 R Intense,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Red,Aveda 3 R Intense → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_intense__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,3 R Intense,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Red,Aveda 3 R Intense → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_intense__socolor,Aveda::Full Spectrum Permanent::US,3 R Intense,Matrix::SoColor::US,,tone_level_match,high,base,Red,Aveda 3 R Intense → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_intense__koleston_perfect,Aveda::Full Spectrum Permanent::US,3 R Intense,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Red,Aveda 3 R Intense → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_3_r_intense__dia_light,Aveda::Full Spectrum Permanent::US,3 R Intense,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Red,Aveda 3 R Intense → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_violet__majirel,Aveda::Full Spectrum Permanent::US,ELC + Pastel Violet,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Violet,Aveda ELC + Pastel Violet → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_violet__igora_vibrance,Aveda::Full Spectrum Permanent::US,ELC + Pastel Violet,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Violet,Aveda ELC + Pastel Violet → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_violet__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,ELC + Pastel Violet,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Violet,Aveda ELC + Pastel Violet → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_violet__socolor,Aveda::Full Spectrum Permanent::US,ELC + Pastel Violet,Matrix::SoColor::US,,tone_level_match,high,booster,Violet,Aveda ELC + Pastel Violet → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_violet__koleston_perfect,Aveda::Full Spectrum Permanent::US,ELC + Pastel Violet,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Violet,Aveda ELC + Pastel Violet → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_violet__dia_light,Aveda::Full Spectrum Permanent::US,ELC + Pastel Violet,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Violet,Aveda ELC + Pastel Violet → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_blue__majirel,Aveda::Full Spectrum Permanent::US,ELC + Pastel Blue,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Blue,Aveda ELC + Pastel Blue → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_blue__igora_vibrance,Aveda::Full Spectrum Permanent::US,ELC + Pastel Blue,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Blue,Aveda ELC + Pastel Blue → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_blue__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,ELC + Pastel Blue,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Blue,Aveda ELC + Pastel Blue → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_blue__socolor,Aveda::Full Spectrum Permanent::US,ELC + Pastel Blue,Matrix::SoColor::US,,tone_level_match,high,booster,Blue,Aveda ELC + Pastel Blue → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_blue__koleston_perfect,Aveda::Full Spectrum Permanent::US,ELC + Pastel Blue,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Blue,Aveda ELC + Pastel Blue → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_blue__dia_light,Aveda::Full Spectrum Permanent::US,ELC + Pastel Blue,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Blue,Aveda ELC + Pastel Blue → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_y_o__majirel,Aveda::Full Spectrum Permanent::US,ELC + Pastel Y/O,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Gold|Copper,Aveda ELC + Pastel Y/O → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_y_o__igora_vibrance,Aveda::Full Spectrum Permanent::US,ELC + Pastel Y/O,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Gold|Copper,Aveda ELC + Pastel Y/O → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_y_o__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,ELC + Pastel Y/O,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Gold|Copper,Aveda ELC + Pastel Y/O → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_y_o__socolor,Aveda::Full Spectrum Permanent::US,ELC + Pastel Y/O,Matrix::SoColor::US,,tone_level_match,high,booster,Gold|Copper,Aveda ELC + Pastel Y/O → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_y_o__koleston_perfect,Aveda::Full Spectrum Permanent::US,ELC + Pastel Y/O,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Gold|Copper,Aveda ELC + Pastel Y/O → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_elc_pastel_y_o__dia_light,Aveda::Full Spectrum Permanent::US,ELC + Pastel Y/O,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Gold|Copper,Aveda ELC + Pastel Y/O → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
goldwell_2n__chromasilk,Goldwell::Topchic::US,2N,Pravana::ChromaSilk Creme Color::US,3N,fixed,high,base,,ChromaSilk formula: 1pt 1N : 1pt 3N; Black & Dark Brown; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_3n__chromasilk,Goldwell::Topchic::US,3N,Pravana::ChromaSilk Creme Color::US,3N,fixed,high,base,,Dark Brown; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_4n__chromasilk,Goldwell::Topchic::US,4N,Pravana::ChromaSilk Creme Color::US,4N,fixed,high,base,,Brown; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_5n__chromasilk,Goldwell::Topchic::US,5N,Pravana::ChromaSilk Creme Color::US,5N,fixed,high,base,,Light Brown; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_6n__chromasilk,Goldwell::Topchic::US,6N,Pravana::ChromaSilk Creme Color::US,6N,fixed,high,base,,Dark Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_7n__chromasilk,Goldwell::Topchic::US,7N,Pravana::ChromaSilk Creme Color::US,7N,fixed,high,base,,Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_8n__chromasilk,Goldwell::Topchic::US,8N,Pravana::ChromaSilk Creme Color::US,8N,fixed,high,base,,Light Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_9n__chromasilk,Goldwell::Topchic::US,9N,Pravana::ChromaSilk Creme Color::US,9N,fixed,high,base,,Very Light Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_10n__chromasilk,Goldwell::Topchic::US,10N,Pravana::ChromaSilk Creme Color::US,10N,fixed,high,base,,Extra Light Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_5a__chromasilk,Goldwell::Topchic::US,5A,Pravana::ChromaSilk Creme Color::US,5N,fixed,high,base,,Light Brown - Natural Tones for 100% gray coverage; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_6a__chromasilk,Goldwell::Topchic::US,6A,Pravana::ChromaSilk Creme Color::US,6N,fixed,high,base,,Dark Blonde - Natural Tones; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_7a__chromasilk,Goldwell::Topchic::US,7A,Pravana::ChromaSilk Creme Color::US,7N,fixed,high,base,,Blonde - Natural Tones; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_8a__chromasilk,Goldwell::Topchic::US,8A,Pravana::ChromaSilk Creme Color::US,8N,fixed,high,base,,Light Blonde - Natural Tones; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_9a__chromasilk,Goldwell::Topchic::US,9A,Pravana::ChromaSilk Creme Color::US,9N,fixed,high,base,,Very Light Blonde - Natural Tones; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_10a__chromasilk,Goldwell::Topchic::US,10A,Pravana::ChromaSilk Creme Color::US,10N,fixed,high,base,,Extra Light Blonde - Natural Tones; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_6na__chromasilk,Goldwell::Topchic::US,6NA,Pravana::ChromaSilk Creme Color::US,6.22,fixed,high,base,,ChromaSilk formula: 1pt 6N : 1pt 6.22; Dark Blonde & Intense Dark Beige Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_7na__chromasilk,Goldwell::Topchic::US,7NA,Pravana::ChromaSilk Creme Color::US,7.22,fixed,high,base,,ChromaSilk formula: 1pt 7N : 1pt 7.22; Blonde & Intense Beige Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_8na__chromasilk,Goldwell::Topchic::US,8NA,Pravana::ChromaSilk Creme Color::US,8.22,fixed,high,base,,ChromaSilk formula: 1pt 8N : 1pt 8.22; Light Blonde & Light Intense Beige Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_9na__chromasilk,Goldwell::Topchic::US,9NA,Pravana::ChromaSilk Creme Color::US,9.22,fixed,high,base,,ChromaSilk formula: 1pt 9N : 1pt 9.22; Very Light Blonde & Very Light Intense Beige Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_6pa__chromasilk,Goldwell::Topchic::US,6PA,Pravana::ChromaSilk Creme Color::US,6.22,fixed,high,base,,Intense Dark Beige Blonde - may appear cooler; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_8p__chromasilk,Goldwell::Topchic::US,8P,Pravana::ChromaSilk Creme Color::US,8.22,fixed,high,base,,Light Intense Beige Blonde - may appear cooler; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_9p__chromasilk,Goldwell::Topchic::US,9P,Pravana::ChromaSilk Creme Color::US,9.22,fixed,high,base,,Very Light Intense Beige Blonde - may appear cooler; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_10p__chromasilk,Goldwell::Topchic::US,10P,Pravana::ChromaSilk Creme Color::US,10.02,fixed,high,base,,Ultra Sheer Beige Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_9pv__chromasilk,Goldwell::Topchic::US,9PV,Pravana::ChromaSilk Creme Color::US,9.22,fixed,high,base,,Very Light Intense Beige Blonde - may appear more blue; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_10v__chromasilk,Goldwell::Topchic::US,10V,Pravana::ChromaSilk Creme Color::US,10.07,fixed,high,base,,Ultra Sheer Platinum Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_4g__chromasilk,Goldwell::Topchic::US,4G,Pravana::ChromaSilk Creme Color::US,4.3,fixed,high,base,,Golden Brown; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_6g__chromasilk,Goldwell::Topchic::US,6G,Pravana::ChromaSilk Creme Color::US,6.3,fixed,high,base,,Dark Golden Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_7g__chromasilk,Goldwell::Topchic::US,7G,Pravana::ChromaSilk Creme Color::US,7.3,fixed,high,base,,Golden Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_8g__chromasilk,Goldwell::Topchic::US,8G,Pravana::ChromaSilk Creme Color::US,8.3,fixed,high,base,,Light Golden Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_9g__chromasilk,Goldwell::Topchic::US,9G,Pravana::ChromaSilk Creme Color::US,9.3,fixed,high,base,,Very Light Golden Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_9gn__chromasilk,Goldwell::Topchic::US,9GN,Pravana::ChromaSilk Creme Color::US,9.3,fixed,high,base,,ChromaSilk formula: 1pt 9.3 : 1pt 9; Very Light Golden Blonde & Very Light Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_7gb__chromasilk,Goldwell::Topchic::US,7GB,Pravana::ChromaSilk Creme Color::US,7.22,fixed,high,base,,ChromaSilk formula: 1pt 7.3 : 1pt 7.22; Golden Blonde & Intense Beige Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_8gb__chromasilk,Goldwell::Topchic::US,8GB,Pravana::ChromaSilk Creme Color::US,8.22,fixed,high,base,,ChromaSilk formula: 1pt 8.3 : 1pt 8.22; Light Golden Blonde & Light Intense Beige Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_9gb__chromasilk,Goldwell::Topchic::US,9GB,Pravana::ChromaSilk Creme Color::US,9.22,fixed,high,base,,ChromaSilk formula: 1pt 9.3 : 1pt 9.22; Very Light Golden Blonde & Very Light Intense Beige Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_10gb__chromasilk,Goldwell::Topchic::US,10GB,Pravana::ChromaSilk Creme Color::US,10.02,fixed,high,base,,ChromaSilk formula: 1pt 10.03 : 1pt 10.02; Ultra Sheer Golden Extra Light Blonde & Ultra Sheer Beige Blonde; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_4b__chromasilk,Goldwell::Topchic::US,4B,Pravana::ChromaSilk Creme Color::US,4.45,fixed,high,base,,ChromaSilk formula: 1pt 3N : 1pt 4.45; Dark Brown & Copper Mahogany Brown; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_5b__chromasilk,Goldwell::Topchic::US,5B,Pravana::ChromaSilk Creme Color::US,4.45,fixed,high,base,,ChromaSilk formula: 1pt 5N : 1pt 4.45; Light Brown & Copper Mahogany Brown; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_6b__chromasilk,Goldwell::Topchic::US,6B,Pravana::ChromaSilk Creme Color::US,4.45,fixed,high,base,,ChromaSilk formula: 1pt 6N : 1pt 4.45; Dark Blonde & Dark Copper Mahogany Blonde - may appear darker; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
goldwell_7b__chromasilk,Goldwell::Topchic::US,7B,Pravana::ChromaSilk Creme Color::US,6.45,fixed,high,base,,ChromaSilk formula: 1pt 7N : 1pt 6.45; Blonde & Dark Copper Mahogany Blonde - may appear darker; Goldwell naturals may appear warmer due to slight blue base in ChromaSilk,pravana/brand_conversions.json
